Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12323,The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0.0,0.01,0.06
12324,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.06
12325,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06
12326,Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
12327,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06
12328,Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06
12329,Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06
12330,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0.0,0.06,0.0,0.01,0.06
12331,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
12332,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06
12333,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06
12334,F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06
12335,Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12336,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12337,Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06
12338,Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06
12339,GunGriffon II,SAT,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06
12340,Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06
12341,Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0.0,0.01,0.06
12342,Order Up!!,PS3,2011,Action,Funbox Media,0.04,0.01,0.0,0.01,0.06
12343,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06
12344,Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.01,0.06
12345,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06
12346,Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12347,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06
12348,Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06
12349,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06
12350,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.06
12351,Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
12352,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06
12353,Unchained Blades,PSP,2011,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06
12354,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12355,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06
12356,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0.0,0.0,0.06
12357,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12358,Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.05,0.0,0.0,0.01,0.06
12359,Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06
12360,LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06
12361,Power Shovel,PS,2000,Action,JVC,0.03,0.02,0.0,0.0,0.06
12362,Blur,PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.06
12363,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06
12364,From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06
12365,Robotica,SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06
12366,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0.0,0.0,0.06,0.0,0.06
12367,Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06
12368,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06
12369,R-Types,PS,1998,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06
12370,Star Fighter,PS,1995,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06
12371,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.06,0.0,0.06
12372,Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12373,Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12374,Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
12375,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06
12376,Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06
12377,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12378,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06
12379,Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06
12380,Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06
12381,Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06
12382,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06
12383,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06
12384,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06
12385,IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06
12386,Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06
12387,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06
12388,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06
12389,World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
12390,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06
12391,July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06
12392,Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06
12393,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06
12394,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06
12395,Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06
12396,NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12397,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06
12398,My Pet Shop,DS,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06
12399,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06
12400,Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06
12401,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06
12402,Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
12403,I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06
12404,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06
12405,Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06
12406,Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06
12407,Ojyousama Express,PS,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06
12408,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06
12409,Jam Sessions 2,DS,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.06
12410,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06
12411,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06
12412,187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06
12413,RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06
12414,Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
12415,Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06
12416,Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06
12417,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12418,Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06
12419,Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06
12420,Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06
12421,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12422,Max & the Magic Marker,DS,2011,Platform,Unknown,0.0,0.06,0.0,0.0,0.06
12423,Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06
12424,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06
12425,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06
12426,Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06
12427,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
12428,BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
12429,Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06
12430,Rugby 15,PSV,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06
12431,Kururin Paradise,GBA,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06
12432,Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06
12433,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12434,Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06
12435,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06
12436,Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06
12437,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06
12438,Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12439,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12440,Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06
12441,XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06
12442,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06
12443,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06
12444,Bullet Girls,PSV,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06
12445,Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06
12446,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06
12447,My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06
12448,Western Riding Academy,DS,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06
12449,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
12450,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06
12451,Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06
12452,Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06
12453,Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12454,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06
12455,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12456,Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,0.04,0.02,0.0,0.01,0.06
12457,Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0.0,0.01,0.06
12458,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0.0,0.0,0.0,0.06
12459,Playmobil Knights,DS,2009,Action,Mindscape,0.04,0.01,0.0,0.0,0.06
12460,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06
12461,DropCast,DS,2008,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06
12462,Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
12463,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06
12464,Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12465,Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06
12466,Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12467,Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06
12468,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.06
12469,EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06
12470,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06
12471,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12472,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12473,PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06
12474,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06
12475,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06
12476,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12477,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0.0,0.0,0.06,0.0,0.06
12478,Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0.0,0.0,0.0,0.06
12479,The Witcher,PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06
12480,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12481,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12482,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06
12483,Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06
12484,Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06
12485,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0.0,0.0,0.01,0.06
12486,Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
12487,Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06
12488,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12489,Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12490,Remember Me,PC,2013,Action,Capcom,0.0,0.05,0.0,0.01,0.06
12491,Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06
12492,Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06
12493,Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
12494,The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.06,0.0,0.06
12495,BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0.0,0.01,0.06
12496,Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12497,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06
12498,Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0.0,0.01,0.06
12499,ICO,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06
12500,Gun Showdown,PSP,2006,Action,Activision,0.05,0.01,0.0,0.01,0.06
12501,Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06
12502,Syndicate,PC,1992,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12503,Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.04,0.01,0.0,0.01,0.06
12504,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06
12505,Strike Force Bowling,GC,2005,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
12506,Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06
12507,Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
12508,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
12509,Marvel Super Heroes,SAT,1997,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06
12510,Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0.0,0.0,0.06
12511,S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06
12512,Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0.0,0.0,0.06
12513,CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06
12514,Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
12515,Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0.0,0.0,0.06
12516,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0.0,0.0,0.06
12517,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
12518,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06
12519,Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06
12520,NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06
12521,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12522,Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06
12523,The Great Escape,XB,2003,Action,SCi,0.05,0.01,0.0,0.0,0.06
12524,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
12525,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06
12526,Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.06
12527,Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0.0,0.0,0.06,0.0,0.06
12528,Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06
12529,Call of Duty 2,PC,2005,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
12530,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06
12531,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0.0,0.0,0.06,0.0,0.06
12532,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0.0,0.06,0.0,0.0,0.06
12533,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06
12534,Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0.0,0.05,0.0,0.01,0.06
12535,Steins;Gate,X360,2009,Adventure,5pb,0.0,0.0,0.06,0.0,0.06
12536,A New Beginning,PC,2010,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06
12537,MotoGP 10/11,X360,2011,Racing,Capcom,0.0,0.05,0.0,0.01,0.06
12538,Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0.0,0.01,0.06
12539,Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0.0,0.01,0.06
12540,Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06
12541,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
12542,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.06
12543,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12544,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.06,0.0,0.0,0.0,0.06
12545,Song of the Deep,PS4,2016,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06
12546,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
12547,Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06
12548,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
12549,There,PS,2002,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06
12550,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,0.06,0.0,0.0,0.0,0.06
12551,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12552,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0.0,0.0,0.06
12553,Championship Surfer,PS,2000,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06
12554,Unreal Tournament III,PC,2007,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06
12555,Monster Garage,XB,2004,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06
12556,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12557,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06
12558,Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06
12559,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06
12560,A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06
12561,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
12562,Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06
12563,Terraria,PS4,2014,Action,505 Games,0.0,0.05,0.01,0.01,0.06
12564,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0.0,0.0,0.06,0.0,0.06
12565,KimiKiss,PS2,2006,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06
12566,Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06
12567,World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06
12568,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06
